productname,Description,Variant,MRP,imgurl1,,,,,,,,,,,,
Mermaid Fin,"


Details

The Mermaid Fin comes with a comfortable TPR foot pocket and uses a quick-release foot strap so that feet can quickly be removed from the fin for safety. Ideal for children 12 and under, the Mermaid Fin fits shoe sizes male 1-6, female 2-7. The Mermaid Fin should only be used under adult supervision.
Increase Water Confidence Allows children to have fun and feel comfortable in the waterQuick Release Foot Strap Strap configuration allows for feet to be quickly removed from fin for safety Build Leg Strength Learn a balanced dolphin kick and strengthen musclesTPR Foot Pocket Adds comfort and prevents irritation Adjustable Neoprene Foot Strap Soft strap comfortably fits shoe sizes male 1-6, female 2-7Multiple Colors Available in Pink and PurpleIdeal for children 12 and underUse only with adult supervision 

",Pink ;Purple ,S$88.99,http://www.axtrosports.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/f/i/finis-mermaids-swim-fin_0.jpg,http://www.axtrosports.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/m/e/mermaidfin-pink-hero-hr_1.jpg,http://www.axtrosports.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/f/u/full_size.jpg,http://www.axtrosports.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/m/e/mermaidfin-purple-hero-hr.jpg,,,,,,,,,
Tempo Trainer,"


Details

Develop consistency and avoid lulls with a personal pace coach, the Tempo Trainer.The small, waterproof device easily attaches to a swimmer's cap or goggles and transmits an audible tempo beep.Kick workouts into high gear or discover the perfect pace for longer distances; the Tempo Trainer also includes a clip for dry land exercise.

",,S$69.00,http://www.axtrosports.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/t/e/tempotrainer-ow-usage1-hr.jpg,http://www.axtrosports.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/t/e/tempotrainer-clip-hero-yellow-bk-hr.jpg,http://www.axtrosports.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/t/e/tempotrainer-hero-hr.jpg,http://www.axtrosports.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/t/e/tempotrainer-hero-angle-yellow-hr.jpg,,,,,,,,,
Team Backpack Bag ,"


Details

The Team Backpack is made up of a vinyl/nylon blended waterproof fabricthat provides storage for all your swimming gear. The Team Backpack hasspecialized wet pockets that keep wet gear seperated from dry items andensures that water will not soak through the fabric. An integratedlaptop pocket allows you to store your laptop safely.The Team Backpackalso comes with mesh side pockets and durable zippers that ensure thebackpack will stay securely. The Team Backpack uses a waterproof bottomthat is ideal for protecting belongings from wet pool decks.

",,S$89.00,http://www.axtrosports.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/t/e/teambackpack-hero-hr.jpg,,,,,,,,,,,,
Triathlon Transitions DVD,"


Details

Transitions in triathlons can make or break a race. With the Triathlon Transitions DVD, professional elite athletes will teach the essential training techniques and drills to improve transition times. Even if you are a novice level racer, there is no reason why you can't learn, practice, and master transitions like a pro.

",,S$62.02,http://www.axtrosports.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/t/r/triathlon-trans-dvd-hero-hr.jpg,,,,,,,,,,,,
SwiMP3 Neptune | Waterproof MP3 Player With OLED Display,"


Details

FINIS SwiMP3 Neptune | The Next Generation SwiMP3
Neptune is a waterproof MP3 player that provides the highest quality sound in the water without the use of ear buds. Neptune uses revolutionary Bone Conduction audio transmission to transmit crystal clear audio through the cheekbone directly into the inner ear. With 4GB of storage, aquatic athletes can listen to music, audio books, podcasts and more, all with incredible sound. The included charging cable also allows for quick song upload to the device. The 3-piece design has 2 side speakers and a high contrast OLED screen that sits comfortably on the back of the head. The screen shows the song, artist and play status for each use. Neptune attaches securely to goggle straps and rests on the cheekbones as to not interfere with swimming technique.
Features
Bone Conduction Audio Transmission Amazingly clear sound in the water without the use of ear budsPlays all popular audio formats including AAC, MP3,WMA Compatible with iTunes®, listen to music, audio books, podcasts and more 4GB of Storage Stores approximately 1000 songs or 60 hours of playbackHigh Contrast OLED Screen Easily scroll through artist and songs, and view playback featuresHydrodynamic Clips Spring clips slip on securely to goggle straps and rest on cheekbones for secure placementRechargeable Lithium-Ion Battery Lasts over 8 hours per chargeWaterproof to 3 meters (10ft) Sound is clearest when submerged in waterGold Plated Connection Pins Allows for quick song upload and charging while preventing corrosion in the waterInternationally Patented
Bone Conduction
As humans, we are able to detect sound vibrations through the air via our eardrums (Air Conduction) or through our bones directly into our inner ear (Bone Conduction). Because there is no air under the water, Bone Conduction is the best way to hear audio while swimming.
The speakers of the Neptune sit on the cheek, just in front of the ear. These speakers vibrate the jaw bones and send vibrations to the inner-ear or Cochlea. The result is an amazing audio experience that makes it feel as if the music is playing inside your head. The ears are free and clear, and there are no earbuds to mess with.
Bone Conduction is a safe and proven method of sound transmission that has been used in phone headsets and hearing aids. In fact, Bone Conduction audio is used by whales and dolphins to listen to one another underwater.





What's In The Box
Neptune MP3 Player Charging Cable Quick Start Guide including warranty Draw String Mesh Bag for Storage

",,S$299.00,http://www.axtrosports.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/n/e/neptune-hero-studio-lr.jpg,http://www.axtrosports.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/n/e/neptune-banner-300x250.jpg,http://www.axtrosports.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/n/e/neptune-full-back-studio-lr.jpg,http://www.axtrosports.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/v/i/viewer.png,http://www.axtrosports.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/n/e/neptune-usage-b-1-hr.jpg,http://www.axtrosports.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/n/e/neptune-usage-b-2-lr.jpg,,,,,,,
"4iiii Viiiiva Smart Bluetooth 4 ANT+ Blue HR Heart Rate Monitor Strap iPhone 5 	","


Details

Viiiiva is a Heart Rate Monitor that connects yourfull suite of ANT+® sensors to your iPhone®*, with no awkward adaptersand also works with your ANT+ watch or computer (Garmin, Timex, adidas). The Liiiink Connectivity Module inside your Viiiiva turns your iPhoneinto a cycling computer or running monitor; delivering all your ANT+data seamlessly and in real time using the free 4iiii App or any of thepopular fitness Apps. Liiiink also makes it easy to change yourSportiiiis settings from your iPhone. (Sportiiiis heads-up displaysystem is another 4iiii Innovation available separately). Liiiink is anexclusive 4iiii Innovations feature and only available with Viiiiva.

Accurate Heart Rate measurement on your iPhone* without awkward adapters
Works with your ANT+ displays such as Garmin, adidas and Timex
See all of your ANT+ sensors (Foot Pod, Bike Speed/Cadence, Power)in real time on your iPhone with free 4iiii App or Popular iOS fitnessApps
Add Sportiiiis head-up performance coach for visual and audio cues to keep you motivated and on target
Gateway for your iPhone to change Sportiiiis settings
Extend iPhone battery life with TipTap - tap Viiiiva to wake up your display as needed
No need to recharge. Viiiiva runs on a coin cell battery for over a year
*iPhone 4S/5, iPod® touch 5th gen


",,S$129.00,http://www.axtrosports.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/_/t/_t2ec16jhjhcffksuzvdmbrci1tsq3w_60_3.jpg,http://www.axtrosports.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/_/t/_t2ec16nhjgyffkmj8cvfbrci26sslq_60_57.jpg,http://www.axtrosports.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/v/i/viiiiva-dia.jpg,,,,,,,,,,
iRun Extreme,"


Details

The iRun Extreme was designed for the extreme athlete that wants to focus their time on training and NOT their earphones.The iRun Extreme is exactly that… EXTREME!This extreme performanceearphone was designed with the mostaggressive training in mind!Fromthe specially coated wiring which virtually eliminates chaffing andmoistureintrusion to the waterproof in-ear earphones that allow thewearer to train or race with confidence, this earphone does it all. Witha wire length of only 28cm, the iRun Extreme was designed with theserious athlete in mind.This design is specifically engineered toallow the user to clip their digital media player on the sweat strap oftheir visor, hat or shirt collar to provide them with the most enjoyableand worry-free training experience they have ever had using a digitalmedia player. Period.
Guaranteed Waterproof Only 11” long For hat, visor, shirt or goggle mounted use Compatible with iPod, iPhone, Smart phones and all media players

",,S$65.90,http://www.axtrosports.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/r/irun_20extreme-1.jpg,http://www.axtrosports.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/r/irun_20advantage--4.jpg,http://www.axtrosports.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/1/31detk0gdgl__sl500_aa300__2.jpg,,,,,,,,,,
Go Swim Freestyle & Backstroke Drills (DVD),"


Details

Every great coach will tell you:Mastering the fundamentals is the first step toward mastering your sport.And in every sport, DRILLS are the fastest way to learn the fundamentals.With extraordinary underwater footage, and with clear instructions that explain how AND WHY to do each drill, this DVD presents 24 drills that will help you master the fundamentals of fast freestyle and backstroke.• For each stroke, you'll find a PROGRESSION of drills, starting with those that teach the critical skills of balance and alignment.• You'll then learn drills that teach length, rotation, and timing - and drills that teach the fine points - like hand acceleration and how to ""hold on"" to the water.• Each drill is illustrated from multiple angles - side, head-on, overhead, and rear - and from above and below the surface.• Slow-motion footage allows you to zoom in on key moves and really SEE how to do them.There's always something more to search for in your stroke.Each of the 24 drills on Go Swim Freestyle and Backstroke Drills is FUN and will teach you something IMPORTANT about your stroke.Use them to heighten your ""feel"" for the water, and to help build a perfect stroke from the ground up.

",,S$62.06,http://www.axtrosports.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/d/v/dvd-004-2t.jpg,,,,,,,,,,,,
Electronic Sports Whistle (Single Tone),"


Details

Features:

Handheld Design
Two AA batteries
All Climate
Loud Sound (125dB speaker)
Tough and Durable
Fast action push button response
Over-molded rubber grips
Adjustable wrist lanyard

**Two AA batteries included.

",,S$32.00,http://www.axtrosports.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/p/e/pe00742_large.jpg,http://www.axtrosports.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/e/eew_lrg.jpg,,,,,,,,,,,
Finis Positive Drive Fin,"


Details

The Positive Drive Fins (PDF’s) use a unique ellipsoidal blade togenerate correct propulsion in all swim strokes. Traditionally fins arenot made for Breaststroke, but the asymmetrical shape and adjustableheel strap allows the swimmer to safely build power in the Breaststrokekick. The short and wide blade design also promotes a natural inwardsupination kick style for Backstroke, Butterfly, and Freestyle. ThePDF’s use an ergonomic footpocket to comfortably place the feet in theideal swimming position, and the heel strap to secure the fin, allowingthe feet to flex more naturally. A closed-toe construction providessuperior energy transfer from the leg to the foot. The PDF’s willincrease leg strength, foot speed, and ankle flexibility for all fourcompetitive swim strokes, making the fins great for training theIndividual Medley event. Available in multiple sizes for a custom fit.

Designed for breaststroke, freestyle, backstroke, and butterfly
Available in sizes Y8- Men's 13
Adjustable heel strap


Ellipsoidal BladeGenerates correct propulsion in all kick styles


Asymmetrical DesignPromotes a natural inward supination kick cycle 


Adjustable Heel StrapCreates a customized fit that secures fin and allows the feet to flex more naturally


Versatile TrainingIncreasesleg strength, foot speed and ankle flexibility for all four competitiveswim strokes; great for training the Individual Medley event


Breaststroke CompatibleSafely build power in your breaststroke kick


Ergonomic FootpocketComfortably places feet in ideal swimming position


Closed ToeProvides superior energy transfer


 Available in Multiple Sizes






",XS ;S ;M +S$4.00;L +S$4.00;XL +S$10.00;XXL +S$10.00,S$55.00,http://www.axtrosports.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/p/d/pdf-fin-pair-hero-hr_3.jpg,,,,,,,,,,,,
